noisy_path,clean_path,snr_db
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00388.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00388.wav,9.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00389.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00389.wav,14.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00390.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00390.wav,6.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00391.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00391.wav,2.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00392.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00392.wav,9.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00393.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00393.wav,1.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00394.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00394.wav,-5.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00395.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00395.wav,-6.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00396.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00396.wav,-4.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00397.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00397.wav,10.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00398.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00398.wav,7.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00399.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00399.wav,-0.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00400.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00400.wav,11.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00401.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00401.wav,9.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00402.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00402.wav,3.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00403.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00403.wav,-4.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00404.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00404.wav,-9.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00405.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00405.wav,-1.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00406.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00406.wav,-6.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00407.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00407.wav,-10.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00408.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00408.wav,5.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00409.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00409.wav,10.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00410.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00410.wav,-0.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00411.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00411.wav,11.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00412.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00412.wav,-4.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00413.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00413.wav,5.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00414.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00414.wav,7.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00415.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00415.wav,-5.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00416.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00416.wav,10.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00417.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00417.wav,-4.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00418.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00418.wav,-8.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00419.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00419.wav,-8.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00420.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00420.wav,1.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00421.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00421.wav,-9.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00422.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00422.wav,8.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00423.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00423.wav,9.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00424.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00424.wav,-3.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00425.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00425.wav,-9.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00426.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00426.wav,0.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00427.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00427.wav,14.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00428.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00428.wav,13.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00429.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00429.wav,12.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00430.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00430.wav,-9.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00431.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00431.wav,0.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00432.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00432.wav,11.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00433.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00433.wav,9.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00434.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00434.wav,7.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00435.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00435.wav,-0.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00436.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00436.wav,-5.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00437.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00437.wav,3.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00438.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00438.wav,-2.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00439.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00439.wav,1.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00440.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00440.wav,-3.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00441.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00441.wav,11.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00442.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00442.wav,-2.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00443.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00443.wav,0.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00444.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00444.wav,-7.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00445.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00445.wav,2.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00446.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00446.wav,7.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00447.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00447.wav,1.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00448.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00448.wav,3.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00449.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00449.wav,4.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00450.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00450.wav,11.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00451.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00451.wav,-6.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00452.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00452.wav,11.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00453.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00453.wav,-7.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00454.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00454.wav,5.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00455.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00455.wav,10.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00456.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00456.wav,14.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00457.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00457.wav,-4.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00458.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00458.wav,3.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00459.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00459.wav,-8.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00460.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00460.wav,5.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00461.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00461.wav,10.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00462.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00462.wav,12.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00463.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00463.wav,8.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00464.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00464.wav,7.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00465.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00465.wav,-8.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00466.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00466.wav,-4.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00467.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00467.wav,8.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00468.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00468.wav,-9.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00469.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00469.wav,-5.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00470.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00470.wav,-0.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00471.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00471.wav,-2.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00472.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00472.wav,-8.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00473.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00473.wav,-0.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00474.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00474.wav,6.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00475.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00475.wav,5.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00476.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00476.wav,0.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00477.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00477.wav,13.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00478.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00478.wav,3.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00479.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00479.wav,-4.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00480.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00480.wav,-9.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00481.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00481.wav,13.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00482.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00482.wav,-6.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00483.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00483.wav,12.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00484.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00484.wav,6.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00485.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00485.wav,0.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00486.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00486.wav,-5.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00487.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00487.wav,-7.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00488.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00488.wav,-8.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00489.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00489.wav,-4.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00490.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00490.wav,-8.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00491.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00491.wav,8.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00492.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00492.wav,4.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00493.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00493.wav,-2.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00494.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00494.wav,4.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00495.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00495.wav,-9.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00496.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00496.wav,3.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00497.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00497.wav,-8.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00498.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00498.wav,7.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00499.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00499.wav,-6.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00500.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00500.wav,9.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00501.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00501.wav,4.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00502.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00502.wav,-0.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00503.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00503.wav,6.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00504.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00504.wav,-4.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00505.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00505.wav,8.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00506.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00506.wav,8.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00507.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00507.wav,10.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00508.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00508.wav,7.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00509.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00509.wav,-1.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00510.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00510.wav,10.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00511.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00511.wav,-6.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00512.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00512.wav,-9.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00513.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00513.wav,3.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00514.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00514.wav,8.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00515.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00515.wav,14.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00516.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00516.wav,5.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00517.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00517.wav,2.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00518.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00518.wav,0.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00519.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00519.wav,12.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00520.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00520.wav,10.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00521.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00521.wav,4.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00522.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00522.wav,3.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00523.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00523.wav,4.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00524.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00524.wav,-9.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00525.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00525.wav,-5.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00526.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00526.wav,8.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00527.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00527.wav,7.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00528.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00528.wav,-6.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00529.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00529.wav,3.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00530.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00530.wav,-5.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00531.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00531.wav,3.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00532.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00532.wav,1.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00533.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00533.wav,7.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00534.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00534.wav,2.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00535.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00535.wav,-1.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00536.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00536.wav,14.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00537.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00537.wav,-0.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00538.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00538.wav,-4.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00539.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00539.wav,10.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00540.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00540.wav,13.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00541.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00541.wav,5.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00542.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00542.wav,-1.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00543.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00543.wav,-5.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00544.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00544.wav,-1.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00545.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00545.wav,-2.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00546.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00546.wav,11.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00547.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00547.wav,-7.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00548.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00548.wav,6.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00549.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00549.wav,10.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00550.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00550.wav,-2.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00551.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00551.wav,2.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00552.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00552.wav,0.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00553.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00553.wav,12.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00554.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00554.wav,8.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00555.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00555.wav,-0.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00556.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00556.wav,-1.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00557.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00557.wav,11.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00558.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00558.wav,1.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00559.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00559.wav,-1.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00560.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00560.wav,3.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00561.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00561.wav,0.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00562.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00562.wav,-7.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00563.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00563.wav,1.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00564.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00564.wav,3.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00565.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00565.wav,-9.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00566.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00566.wav,14.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_00567.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_00567.wav,-9.1
